user,movie,predicted_rating
23,294,3.1823375
23,961,4.0678573
23,713,3.9577622
23,195,3.773085
23,269,4.0740366
23,588,3.771134
23,162,3.7691305
23,88,3.4491706
23,283,3.7653675
23,14,3.765287
23,780,2.7723584
23,385,3.3595788
23,275,4.256617
23,153,3.551192
23,155,3.7278826
23,132,4.3663716
23,100,4.1103253
23,418,3.671664
23,173,4.3400664
23,522,4.2252316
23,655,3.6675766
23,96,4.1607313
23,528,4.2233887
23,177,3.928104
23,90,3.188019
23,181,4.1630583
23,405,3.3737469
23,250,3.10289
23,432,3.9504128
23,541,3.1334033
23,679,3.4888408
23,32,3.3452888
23,427,4.202159
23,8,3.9059916
23,1005,4.196886
23,83,4.1734233
23,710,3.9296849
23,73,3.6465766
23,472,3.1131077
23,421,3.6246715
23,315,4.192784
23,662,3.4831707
23,228,4.22746
23,82,3.6793673
23,381,4.22746
23,1004,3.348944
23,546,3.0723152
23,7,3.50704
23,116,4.371596
23,516,3.5733173
23,518,3.7146204
23,483,4.334585
23,59,3.9352357
23,175,3.4558103
23,202,3.5766761
23,234,3.5803964
23,227,3.46172
23,174,4.3539004
23,196,4.1103253
23,71,4.234717
23,95,4.233718
23,191,4.3051233
23,449,2.6990833
23,91,3.2477543
23,367,3.1480165
23,230,3.5878897
23,549,2.68775
23,219,3.4704466
23,188,3.4704466
23,176,3.6816983
23,597,3.3307617
23,408,4.1523404
23,216,4.1350126
23,154,3.9059916
23,357,4.3698525
23,28,3.835451
23,102,3.27317
23,124,3.8973927
23,183,3.799942
23,222,3.801474
23,463,3.4179904
23,70,3.8947756
23,131,3.8463118
23,56,3.8034952
23,511,4.0421624
23,235,2.9981492
23,479,4.037673
23,185,3.888946
23,134,3.88517
23,642,2.975608
23,380,3.8986065
23,919,3.8236396
23,433,3.8768864
23,204,3.8227868
23,214,2.8632088
23,386,2.3202372
23,224,3.8139288
23,211,3.8204744
23,387,3.8357863
23,629,4.441783
23,133,3.8151596
23,229,2.864707
23,145,2.3202372
23,530,4.75505
23,323,3.0040462
23,89,3.86335
23,189,3.8770387
23,143,3.8255343
23,694,4.417998
23,238,3.9012778
23,209,3.9047608
23,161,3.4134088
23,404,3.8389652
23,451,3.387656
23,258,3.8376763
23,156,3.7993052
24,153,4.3472595
24,421,4.136451
24,25,4.320055
24,216,4.661395
24,79,4.6379466
24,100,4.430773
24,582,4.5379906
24,475,4.724001
24,289,3.9547548
24,286,4.347928
24,117,4.4754047
24,176,4.4993567
24,477,4.3842173
24,97,4.6120462
24,238,4.513525
24,7,4.2946043
24,357,4.7433777
24,12,4.6542053
24,486,4.725169
24,69,4.677522
24,200,4.4675198
24,191,4.582766
24,300,4.6691847
24,372,4.5980234
24,249,4.37428
24,127,4.534322
24,518,4.3338046
24,55,4.5995703
24,258,4.4359636
24,402,4.4359636
24,151,4.427112
24,223,4.819012
24,92,4.4256434
24,173,4.819012
24,294,4.42217
24,64,5.085138
24,11,4.496463
24,288,4.2782025
24,727,4.5180235
24,742,4.5132785
24,763,4.094829
24,367,4.1639733
24,9,4.339593
24,98,4.922343
24,58,4.4206905
24,109,3.9019432
24,8,4.5248027
24,318,5.0604753
24,655,4.429009
24,132,4.7813683
24,275,4.556298
24,324,3.3830256
24,662,4.4874873
24,56,4.4734383
24,508,4.5474787
24,276,4.2932234
24,71,4.6943994
24,129,4.4565916
24,41,4.413398
24,427,4.849557
24,178,4.9388566
24,919,4.545749
24,180,4.516272
24,729,4.6484957
24,358,3.5116136
24,699,4.371683
24,237,4.545669
24,1007,4.849557
27,742,3.4420211
27,508,3.340463
27,121,3.3148637
27,281,3.0310395
27,50,4.182668
27,118,3.053926
27,925,3.06776
27,246,3.6740541
27,978,3.3254752
27,1017,3.3307126
27,100,3.683064
27,325,2.5255435
27,244,2.959109
27,596,2.9971566
27,123,3.1974695
27,930,2.722604
27,370,3.1399925
27,288,3.3290105
27,475,3.7226079
27,298,3.62576
27,9,3.3743947
27,295,3.1467621
27,286,3.352774
27,515,4.0711265
27,148,3.3724158
28,222,4.0292573
28,434,3.682236
28,441,2.9804053
28,100,4.1832767
28,646,4.1469455
28,28,4.0135098
28,760,3.2505536
28,271,3.8521984
28,50,4.1328516
28,153,3.702215
28,195,3.9138012
28,448,3.703113
28,670,4.1756697
28,288,3.7287824
28,96,4.1196017
28,322,3.6755483
28,209,4.1063595
28,218,3.6755483
28,5,3.6951332
28,800,3.7082467
28,529,4.1761017
28,567,3.3391685
28,228,4.282148
28,449,3.4093502
28,573,3.9824405
28,184,3.5908418
28,117,4.0550437
28,609,3.9780169
28,258,4.080329
28,588,4.0378895
28,380,4.078624
28,98,4.07825
28,423,3.917958
28,480,4.057338
28,234,3.745891
28,174,4.3038487
28,11,4.265286
28,859,3.5756218
28,201,3.5615938
28,568,4.0405936
28,12,4.072491
28,230,3.7870133
28,31,3.9073606
28,294,3.7755592
28,227,3.57008
28,443,3.7859583
28,447,3.7782815
28,429,4.0619645
28,70,4.0622077
28,436,3.7855513
28,672,3.2431307
28,95,4.2712955
28,200,3.957982
28,479,4.1923957
28,895,3.7949955
28,219,3.6228976
28,603,4.287418
28,286,3.868729
28,444,2.876379
28,145,2.5855832
28,217,3.539547
28,185,3.969291
28,678,3.3635037
28,143,4.089986
28,56,3.9880028
28,164,3.8146312
28,229,3.3696012
28,196,4.0890036
28,665,3.5404246
28,282,4.0832176
28,332,3.8107433
28,173,3.9150639
28,79,4.318719
28,223,4.052164
28,176,3.9116015
28,7,3.792568
28,323,3.4910204
28,89,4.0878434
28,450,3.3592653
32,151,3.5559258
32,1012,3.5483832
32,122,2.1393828
32,290,3.1681645
32,240,2.4825833
32,628,3.5490792
32,245,3.1978934
32,294,3.3742418
32,1016,3.6255953
32,408,4.334879
32,271,3.6182456
32,50,4.204291
32,866,3.487668
32,111,3.6420593
32,222,3.644493
32,250,3.3464224
32,288,3.4979954
32,455,3.1878164
32,9,3.5949147
32,742,3.8798003
32,591,3.5893178
32,508,3.400056
32,7,3.5824742
32,268,3.8891845
32,276,3.579956
32,259,2.663679
32,257,3.6707351
32,405,3.3904157
32,248,3.5727007
32,246,3.9317455
32,118,3.5110438
32,235,2.9472752
32,100,3.8739827
32,181,3.794198
32,249,3.463072
32,307,3.4369314
32,1023,2.802224
32,313,4.132804
32,475,3.8297434
32,298,3.767535
32,117,3.7776868
33,678,3.2341
33,258,4.2387643
33,292,4.1214004
33,339,3.9116054
33,880,3.306062
33,300,3.9958937
33,260,2.7139974
33,313,4.61484
33,288,3.6627767
33,343,3.679971
33,682,3.2422476
33,245,3.22632
33,329,3.4298882
33,872,3.5002654
33,895,3.362967
33,323,3.084341
33,751,3.6200936
33,294,3.4397821
33,333,3.8914955
33,328,3.7462327
33,879,3.2102408
33,307,3.58473
33,348,3.07265
33,271,3.972589
36,339,4.1572943
36,883,4.787712
36,319,3.3545067
36,261,3.7474735
36,333,3.941498
36,268,4.16431
36,875,3.025033
36,288,4.070869
36,269,4.17932
36,1026,4.8705025
36,748,3.7330112
36,358,2.8996012
36,310,4.0820208
36,307,3.6410284
36,882,4.2789283
36,682,3.6848686
36,289,3.1586654
36,873,3.6503332
36,878,3.5801215
36,885,3.7585466
38,573,3.9552283
38,1016,3.8615396
38,195,4.095372
38,384,3.3391685
38,403,3.7385993
38,423,3.799813
38,1036,3.3432338
38,155,3.782943
38,673,3.7312567
38,97,4.2512684
38,410,3.5700974
38,185,4.1063595
38,1033,3.7313151
38,405,3.7822201
38,22,3.9938462
38,226,3.627542
38,257,3.9149628
38,145,3.06615
38,1029,3.1234913
38,328,3.777879
38,389,3.9518137
38,153,3.7502873
38,838,2.570075
38,637,3.9230878
38,400,3.3702128
38,1,4.2350492
38,588,3.985253
38,402,3.9112236
38,465,4.0801706
38,411,3.4918146
38,447,3.76444
38,768,3.7636755
38,780,3.1452003
38,681,3.5863237
38,672,3.2431307
38,1030,3.5864644
38,247,4.6842403
38,112,3.7634187
38,211,3.8865209
38,679,3.774616
38,758,2.077753
38,161,3.7550247
38,1032,3.4068253
38,326,3.8652995
38,28,4.074665
38,71,4.1963515
38,406,3.127925
38,1028,3.6178496
38,162,4.040004
38,616,3.6080256
38,84,4.2031393
38,200,3.9885952
38,94,3.2091537
38,720,3.7538142
38,259,3.1853437
38,67,3.3454857
38,318,4.206127
38,95,4.2365503
38,78,4.2031393
38,742,3.8162112
38,140,3.6429765
38,404,4.1082473
38,243,3.3631809
38,88,3.790525
38,139,3.4766893
38,1034,3.246885
38,216,4.156362
38,445,3.719352
38,501,3.9073606
38,1014,3.546205
38,393,3.8474357
38,409,3.7198505
38,313,4.4915833
38,508,3.7211761
38,451,3.663046
38,294,3.788458
38,452,3.2670076
38,590,2.2046728
38,392,3.706002
38,424,3.0218093
38,432,4.152059
38,288,3.6951332
38,420,4.0159225
38,1031,3.6955318
38,550,3.6889975
38,127,4.280917
38,70,4.050165
38,450,3.421883
38,202,4.057788
38,225,3.6845574
38,395,3.2152474
38,419,4.020356
38,444,2.9126751
38,122,2.9111428
38,252,2.9875066
38,99,3.7931795
38,627,3.7957108
38,678,3.470296
38,940,3.232298
38,188,3.7636755
38,218,3.646208
38,69,4.1099534
38,1037,2.7313402
38,356,3.855201
38,79,4.2566304
38,418,3.8504436
38,916,3.5609813
38,35,4.0597196
38,144,4.109591
38,433,4.1737704
38,118,3.726524
38,413,3.2797837
38,383,2.1889362
38,526,3.7859583
38,234,3.8504436
38,82,3.7880697
38,133,3.9474688
38,717,3.6602108
38,1035,4.1109324
38,401,2.9738314
38,105,3.4115822
45,50,4.4153476
45,826,2.710086
45,13,3.495962
45,24,3.5652013
45,181,3.9312038
45,596,3.375047
45,1061,3.0209029
45,111,3.7235065
45,1,3.857625
45,225,3.3190422
45,952,3.2003582
45,118,3.688046
45,15,3.6963973
45,472,3.3090076
45,7,3.689886
45,109,3.5343685
45,473,3.1448298
45,257,3.6954293
45,597,3.587619
45,845,3.5906537
45,1001,1.4754738
45,100,3.938239
45,762,3.581746
45,282,3.758118
45,1060,3.330839
45,411,3.119113
45,1059,3.1976953
45,476,3.5728343
45,756,3.3858113
45,742,3.774174
45,108,3.2738957
45,926,3.1777458
45,278,3.5760121
45,25,3.576074
45,993,3.7514572
45,284,3.2715282
45,237,3.8253133
45,934,3.3015926
45,288,3.562603
45,21,2.7199402
45,276,3.7266343
45,823,3.3244414
45,127,3.9231448
45,764,3.293438
45,151,3.48674
45,763,3.7074976
45,820,3.2552855
45,121,3.5435686
46,125,4.0593104
46,100,4.29639
46,7,4.2518697
46,151,4.04541
46,1062,4.8765125
46,909,4.859459
46,690,4.2325315
46,286,4.245836
46,1024,4.742806
46,313,4.475201
46,305,4.2891684
46,328,3.7980206
46,294,3.6144934
46,307,4.0924706
46,127,4.335972
46,748,3.5893981
46,288,4.102483
46,262,4.3356714
46,332,4.1704717
46,93,4.0293245
46,300,4.0294185
46,245,3.6739478
46,50,4.631802
46,538,4.1084323
46,181,4.3822103
46,333,4.311296
46,327,3.685715
50,1084,4.54084
50,1008,3.784495
50,475,3.8489578
50,268,3.7509196
50,288,3.46012
50,246,4.029766
50,124,3.7751384
50,1010,3.1628416
50,276,3.6279867
50,9,3.6331832
50,15,3.7993941
50,544,3.448244
50,100,3.9950926
50,823,3.3658216
50,319,3.1779282
50,123,3.3336484
50,547,3.980696
50,253,4.7862453
50,325,2.905022
50,125,3.4978557
50,508,3.6085508
50,286,3.6850233
50,327,3.346895
50,324,2.879918
51,148,3.527986
51,203,3.6586528
51,182,4.037388
51,83,4.1127
51,64,4.3929305
51,705,4.1020436
51,136,4.008439
51,172,4.2863054
51,479,3.8568785
51,134,3.7995555
51,50,4.419126
51,603,4.337726
51,485,3.8087664
51,173,4.2619934
51,144,3.7505338
51,132,4.113986
51,210,3.9585078
51,692,3.6111996
51,679,3.5780573
51,181,4.0052032
51,496,4.369507
51,655,3.558311
51,184,3.3990545
53,174,4.4191704
53,118,3.662013
53,924,3.6898863
53,568,4.151782
53,24,3.688504
53,199,4.5103946
53,228,4.3384013
53,845,3.8474286
53,546,3.271895
53,1087,2.4983935
53,100,4.340137
53,281,3.6598506
53,15,4.3389854
53,7,3.9011583
53,121,3.8289402
53,96,4.3515563
53,181,4.232577
53,258,4.2232714
53,156,4.0828032
53,250,3.592986
53,64,4.45975
53,748,3.7768564
53,257,3.9483676
53,628,3.7620015
53,151,3.8191411
53,284,3.6446893
53,50,4.579761
53,25,3.9770133
55,50,4.223077
55,1016,3.3535066
55,22,4.0883555
55,174,4.0897694
55,597,3.0100346
55,254,2.4085457
55,685,3.0401049
55,405,3.0958264
55,121,3.307466
55,89,3.670516
55,118,3.2091823
55,7,3.294007
55,257,3.3079958
55,181,3.8615162
55,273,2.9806538
55,678,2.8695402
55,56,3.3561099
55,117,3.748576
55,144,3.5383313
55,79,4.0358405
55,1089,2.2295742
57,477,3.1997013
57,1073,3.5039077
57,597,3.4122531
57,288,3.402937
57,24,3.5004318
57,409,3.473652
57,199,3.9375463
57,756,3.2115285
57,249,3.5039496
57,1001,2.1843941
57,820,3.1962128
57,682,3.4809833
57,864,3.2115285
57,245,3.1813161
57,833,3.4476564
57,748,3.392655
57,294,3.3956282
57,476,3.4090402
57,472,3.2624338
57,1028,3.5182967
57,405,3.4857485
57,1094,3.2234375
57,250,3.208197
57,284,3.2338455
57,717,3.185917
57,866,3.438928
57,763,3.4888983
57,109,3.4191778
57,281,3.3886812
57,295,3.4806035
57,144,3.6533496
57,318,4.203929
57,111,3.6485229
57,826,2.7946799
57,825,3.117933
57,56,3.7863345
57,475,3.6347885
57,710,3.6347885
57,1,3.6335578
57,264,3.0258353
57,1071,2.8131769
57,8,3.6241686
57,831,2.5921583
57,271,3.7034514
57,42,3.7964814
57,7,3.6149292
57,419,3.7971022
57,50,4.044895
57,473,3.0141761
57,932,3.243585
57,411,3.01183
57,926,3.0100324
57,678,3.1380763
57,181,3.7812583
57,546,3.138604
57,11,3.7753868
57,871,2.772329
57,64,4.1231365
57,222,3.719716
57,282,3.6974046
57,1096,3.0895302
57,1059,3.0714488
57,760,2.891393
57,252,3.068758
57,257,3.6914473
57,323,3.0519683
57,195,3.9275448
57,240,3.0515568
57,988,2.6760516
57,168,3.6774104
57,15,3.9107428
57,100,3.7587516
57,105,3.0980954
57,496,3.9768164
57,298,3.6637192
57,237,3.6609633
57,1095,3.335604
57,975,3.2463899
57,126,3.7702985
57,410,3.138604
57,1016,3.7033577
57,248,3.5648775
57,204,3.851929
57,1093,3.3611054
57,1047,2.9954817
57,258,3.5498147
57,930,2.9965503
57,173,3.9038005
57,304,3.5673559
57,125,3.5789075
57,117,3.5804281
57,121,3.5673559
57,79,3.8600698
57,845,3.582167
57,321,3.170195
57,471,3.5833714
57,243,2.9674165
57,194,3.8647294
57,28,3.5399153
57,844,3.3645515
57,225,3.2817762
57,151,3.5906184
57,456,2.9990988
57,1011,2.965406
57,744,3.8636398
57,588,3.834687
61,323,2.159514
61,271,3.0545056
61,310,3.3332012
61,342,2.1564028
61,243,2.1331813
61,751,2.9062388
61,678,2.291345
61,748,2.6629202
61,333,3.1154387
61,301,2.9022048
61,258,3.296924
61,690,3.1569014
61,1127,2.0325534
61,304,2.9902434
61,328,3.0276823
61,347,2.843278
61,300,3.424791
61,269,3.503904
61,294,2.60771
61,331,3.4886603
61,327,2.4398777
65,69,4.376254
65,1142,4.4837112
65,328,3.975581
65,9,4.1002617
65,956,4.106455
65,47,4.064202
65,531,4.376254
65,237,4.0234604
65,111,4.0237584
65,196,4.1172967
65,676,3.8018014
65,365,4.0408697
65,238,4.3688207
65,476,4.0281467
65,294,4.0459685
65,255,4.0919256
65,427,4.4089184
65,318,4.8140945
65,392,3.8461277
65,655,4.0708456
65,125,3.883881
65,378,4.0334854
65,514,3.8541133
65,64,4.6848145
65,1041,3.9125257
65,736,4.0909414
65,73,3.9967625
65,778,4.3820176
65,215,4.445639
65,65,4.0887656
65,97,4.406718
65,435,4.494978
65,48,4.0635033
65,191,4.432815
65,211,4.05619
65,194,4.285708
65,50,4.475515
65,423,4.240077
65,15,4.243976
65,806,3.9265907
65,7,3.972148
65,216,4.344872
65,185,4.205089
65,88,3.94879
65,173,4.462063
65,98,4.569728
65,471,4.192509
65,735,4.2117434
65,660,4.1636434
65,63,4.2251363
65,661,4.5133944
65,511,4.2228723
65,210,4.2180324
65,651,4.215389
65,178,4.601285
65,258,4.182783
65,121,3.9721203
65,135,4.213521
65,197,4.2979627
65,1,4.297028
65,56,4.13152
65,1044,4.2818165
65,25,4.277413
65,70,4.361565
65,77,3.6254456
65,179,4.2897973
65,87,4.3530645
65,202,4.290622
65,393,3.9830441
65,429,4.146339
65,1129,3.692818
65,28,4.1424136
65,356,3.9472454
65,402,4.258563
65,100,4.2567887
65,526,3.9342349
65,66,3.9260936
65,239,4.2519975
65,168,4.350833
65,582,4.1801386
66,257,3.6145217
66,21,2.5712109
66,117,3.6143277
66,742,3.7034113
66,282,3.6038835
66,741,3.416716
66,127,3.8855429
66,7,3.5903902
66,288,3.4137058
66,597,3.3539999
66,877,2.8480487
66,121,3.5566173
66,825,3.2789462
66,181,3.863989
66,295,3.4178064
66,294,3.1944413
66,284,3.2251039
66,1,3.69442
66,248,3.6896362
66,405,3.4658668
66,281,3.2941658
66,286,3.6837156
66,15,3.682583
66,763,3.4724941
66,1016,3.6765366
66,508,3.6736677
66,258,3.6638792
66,298,3.6566236
66,300,3.7366402
66,24,3.4508264
66,237,3.7490346
66,9,3.6425989
66,280,3.4618766
66,535,3.2103083
66,50,4.1716485
66,249,3.4850972
66,471,3.6465776
66,475,3.7028842
67,25,3.8700593
67,871,3.1733801
67,1093,3.5346532
67,1047,3.0723326
67,7,3.9681535
67,405,3.856593
67,756,3.7390633
67,122,2.750276
67,240,3.3250716
67,147,3.8933418
67,105,3.293532
67,1,3.9646416
67,273,4.0503078
67,125,3.9428408
67,743,2.2429686
67,121,3.9001577
67,827,3.2136135
67,64,4.4933896
67,1095,3.649752
67,472,3.6559355
67,235,3.4702048
67,1052,3.4980721
67,151,3.9001577
67,412,3.04049
67,833,3.7601385
67,546,3.5787563
67,123,3.8360634
67,117,3.9019442
67,24,3.8405633
67,276,3.926478
68,118,2.8939552
68,596,2.8834822
68,763,2.9431717
68,7,3.0808728
68,50,3.8701477
68,926,2.4575682
68,258,3.1685693
68,245,2.4853024
68,25,2.9205694
68,1047,2.5079615
68,471,3.1397314
68,275,4.1907263
68,286,3.1206982
68,111,3.1206982
68,117,3.0963204
68,276,3.0939
68,121,3.0701742
68,282,3.0666075
68,181,3.7420394
68,288,3.0505846
68,127,4.083164
68,458,2.813778
68,1028,2.9998822
68,178,3.8446481
68,409,2.9802277
68,411,2.3059318
68,405,2.960468
68,9,3.2279637
68,742,3.2613058
68,237,3.3043282
68,125,3.258726
68,1089,2.063026
68,475,3.339238
68,713,3.2688243
75,235,2.7879024
75,866,3.3064773
75,1028,3.1129124
75,1059,2.9508226
75,190,4.1050305
75,56,3.4470606
75,508,3.2181094
75,685,3.3064773
75,291,3.1903331
75,117,3.7326453
75,240,2.6174073
75,220,3.1802802
75,988,2.489163
75,410,2.914449
75,825,2.9075758
75,304,3.237177
75,1,3.6274054
75,1048,2.6005943
75,546,2.914449
75,273,3.2605517
75,820,2.9711974
75,756,2.970386
75,123,2.9693391
75,1152,2.969257
75,1017,3.3158026
75,1151,2.1388426
75,845,3.2810936
75,742,3.2384014
75,473,2.7323875
75,301,3.0402377
75,952,2.8506832
75,271,3.1802802
75,225,3.086148
75,294,3.0412123
75,926,2.7119634
75,864,2.848759
75,833,2.8485162
75,147,3.3225923
75,472,3.0103676
75,237,3.4552565
75,289,2.7752306
75,129,3.7687213
75,13,3.0360224
75,477,2.8472667
75,475,3.668525
75,137,3.2815044
75,196,3.7176008
75,284,2.9469814
75,322,2.9944813
75,831,2.2862244
75,408,4.3018217
75,79,4.1161385
75,114,3.9768226
75,496,4.11357
75,413,2.3954256
75,108,2.858324
75,290,2.9425201
75,409,3.0552197
75,222,3.5172963
75,25,2.9993382
75,125,3.3714635
75,476,3.29065
75,1150,2.7998085
75,411,2.8745031
75,405,3.047578
75,427,3.8218217
75,824,2.5148861
75,696,3.1954799
75,323,2.8763812
75,118,3.137984
75,100,3.7854407
75,1047,2.5620277
75,597,3.0122955
75,121,3.3083148
75,460,3.213321
75,151,3.2783072
75,678,2.8316343
75,1001,1.3917953
75,111,3.3000782
78,871,2.2282612
78,1047,2.5509186
78,269,3.6399426
78,93,3.373609
78,298,3.5398583
78,327,3.052617
78,813,4.0252066
78,412,2.16182
78,301,3.2980103
78,25,3.3495681
78,294,3.0224044
78,323,2.944327
78,288,3.2967894
78,880,3.1632745
78,411,2.7681148
78,476,3.2474313
78,237,3.452751
78,257,3.5200226
78,289,2.7423124
78,1160,3.7946472
78,255,3.2090888
79,303,4.0459127
79,100,4.363991
79,50,4.6350036
79,246,4.3578067
79,325,3.0453317
79,311,4.302723
79,269,4.3728204
79,306,4.851455
79,258,4.1448584
79,19,4.638078
79,10,4.332439
79,257,4.1322656
79,286,3.9899356
79,1008,4.0078444
79,93,3.9476428
79,515,4.6785264
79,124,4.2309546
79,333,4.007262
79,288,3.8522928
79,7,4.0067325
79,290,3.4707897
79,1017,4.0547767
79,900,4.2905984
79,582,4.016994
79,285,4.6330585
79,6,4.925626
79,236,4.1620464
79,937,3.871935
79,150,4.053348
79,763,3.8353693
79,313,4.6314063
79,690,4.0295477
79,268,4.2072077
79,222,4.1710362
79,276,3.997715
79,262,4.309019
79,13,3.6297681
79,340,3.9682589
79,1,4.2684045
79,370,3.8127134
79,676,3.4204245
79,1022,4.335907
79,508,3.9286213
79,319,3.3973694
79,275,4.3787384
79,137,3.904172
79,116,4.5476055
79,740,4.1885133
79,906,4.5048895
79,902,4.5224247
79,813,4.4600472
79,301,3.6102066
79,1161,3.0115128
79,251,4.610868
79,283,4.0972023
80,483,4.3641305
80,237,3.941721
80,886,3.2024996
80,154,3.9166694
80,64,4.5430136
80,582,3.8039606
80,234,3.8231454
80,87,3.9747007
80,887,3.7717311
80,50,4.363248
80,205,3.952796
80,531,3.9955075
80,45,4.0386477
80,514,3.7618253
80,303,3.8231454
80,199,4.230501
80,79,4.2472568
80,699,3.887515
80,213,4.106804
80,208,3.9247189
80,269,4.0178914
80,423,3.8991685
80,58,3.6477814
80,215,4.0894647
80,466,4.0443726
80,86,4.0483623
80,100,4.01971
80,260,2.843408
80,194,4.118746
81,926,2.559009
81,150,3.4130044
81,3,2.98668
81,276,3.260292
81,742,3.442375
81,289,2.8070898
81,124,3.3472037
81,269,3.8153996
81,222,3.518805
81,476,3.031183
81,411,2.867717
81,100,3.8779137
81,405,3.1567311
81,186,3.8722045
81,717,2.805668
81,7,3.2662094
81,284,3.0358078
81,824,2.602288
81,79,3.626857
81,273,3.3629537
81,410,2.9836082
81,169,3.6616127
81,595,2.978166
81,1047,2.5969157
81,116,4.001399
81,147,3.2545474
81,928,3.0278614
81,282,3.4219112
81,475,3.6552818
81,432,3.6181004
81,726,2.4721615
81,456,2.5320926
81,42,3.7362475
81,619,3.0455143
81,471,3.3225756
81,280,2.9380295
81,237,3.505425
81,25,3.3159623
81,118,3.0563586
81,1028,3.0563586
81,121,3.2842867
81,98,4.0972123
81,275,3.9449565
81,596,2.9136496
81,756,3.0676513
81,591,3.2630239
81,288,3.1912234
81,283,3.3172686
81,210,3.793147
81,544,2.9445057
81,93,3.3092287
81,318,4.653158
81,274,3.3271804
81,151,3.082514
81,111,3.2835083
81,412,2.4031136
81,1,3.7000544
81,1059,2.6992035
87,297,3.8713446
87,27,3.2868006
87,194,4.199801
